STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT06,WT08
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/2016,6.71,0,0,0,,80,65,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/2016,7.61,0,0,0,,84,65,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/2016,9.62,0,0,0,,80,71,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/2016,6.49,0,0,0,,85,71,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/2016,2.68,0,0,0,,89,71,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/2016,3.8,0.22,0,0,,91,75,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/2016,4.03,0,0,0,,90,74,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/2016,5.82,0,0,0,,83,67,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/2016,4.25,0,0,0,,78,62,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/2016,4.03,0,0,0,,83,64,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/2016,4.92,0.56,0,0,,91,67,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/2016,4.92,0,0,0,,74,61,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/2016,2.68,0,0,0,,73,61,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/2016,3.36,0,0,0,,77,59,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/2016,3.58,0,0,0,,82,70,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/2016,2.46,0.68,0,0,,76,69,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/2016,2.24,0,0,0,,82,68,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/2016,3.8,0,0,0,,84,68,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/2016,2.46,0,0,0,,86,65,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/2016,1.79,0.01,0,0,,87,64,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/2016,5.14,0.2,0,0,,71,58,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/2016,2.91,0,0,0,,70,54,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/2016,4.47,0,0,0,,74,54,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/2016,3.13,0.22,0,0,,74,64,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/2016,8.05,0,0,0,,69,56,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/2016,11.18,0,0,0,,64,57,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/2016,9.62,0.4,0,0,,59,56,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/2016,7.61,0,0,0,,62,56,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/2016,2.68,0,0,0,,63,57,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/2016,2.24,0,0,0,,72,60,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/2016,7.61,0,0,0,,69,60,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/2016,4.7,0,0,0,,67,53,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/2016,2.01,0,0,0,,73,55,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/2016,2.46,0,0,0,,75,57,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/2016,2.01,0.23,0,0,,68,58,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/2016,7.38,0.55,0,0,,65,51,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/2016,4.7,0,0,0,,64,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/2016,3.58,0,0,0,,63,46,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/2016,1.12,0,0,0,,66,53,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2016,2.91,0,0,0,,67,53,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2016,4.7,0,0,0,,62,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2016,3.13,0,0,0,,65,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2016,4.03,0,0,0,,69,53,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2016,2.68,0,0,0,,81,63,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2016,4.03,0,0,0,,81,67,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2016,4.47,0,0,0,,85,65,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2016,6.26,0,0,0,,70,62,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2016,2.24,1.11,0,0,,69,57,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2016,10.51,0.29,0,0,,57,47,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2016,8.5,0,0,0,,61,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2016,6.04,0,0,0,,62,47,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2016,6.49,0,0,0,,52,43,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2016,4.03,0,0,0,,51,38,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2016,5.14,1.41,0,0,,55,40,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2016,8.28,0,0,0,,51,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2016,4.25,0,0,0,,64,39,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2016,3.8,0.56,0,0,,76,54,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2016,4.92,0,0,0,,54,44,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2016,3.13,0,0,0,,58,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2016,3.13,0,0,0,,70,54,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2016,5.14,0,0,0,,72,57,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2016,4.7,0,0,0,,61,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2016,3.13,0,0,0,,62,44,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2016,7.61,0,0,0,,59,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2016,5.37,0,0,0,,53,41,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2016,2.46,0,0,0,,66,41,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2016,3.58,0.06,0,0,,59,49,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2016,5.82,0,0,0,,56,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2016,8.28,0,0,0,,63,41,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2016,5.37,0,0,0,,50,37,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2016,5.37,0,0,0,,61,41,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2016,3.58,0,0,0,,62,46,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2016,5.59,1.81,0,0,,56,47,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2016,4.03,0,0,0,,61,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2016,4.25,0,0,0,,61,49,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2016,2.46,0,0,0,,64,44,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2016,4.92,0.25,0,0,,63,37,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2016,10.29,0.31,0,0,,42,34,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2016,13.2,0,0,0,,41,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2016,9.62,0,0,0,,41,37,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2016,4.92,0,0,0,,45,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2016,4.47,0.03,0,0,,48,38,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2016,2.01,0.02,0,0,,54,45,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2016,4.47,0,0,0,,50,40,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2016,4.7,0,0,0,,50,39,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2016,3.36,0,0,0,,52,38,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2016,4.92,2.2,0,0,,60,51,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2016,6.26,0.73,0,0,,58,50,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2016,7.61,0.07,0,0,,54,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2016,8.72,0,0,0,,51,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2016,8.72,0,0,0,,47,41,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2016,4.92,0,0,0,,47,39,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2016,5.59,0.19,0,0,,49,38,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2016,5.37,0.35,0,0,,46,37,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2016,3.8,0.09,0,0,,46,40,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2016,,0,0,0,,45,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2016,,0,0,0,,39,29,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2016,6.04,0,0,0,,35,28,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2016,4.03,0.03,0.4,0,,35,28,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2016,6.26,0.5,0,0,,46,34,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2016,4.03,0,0,0,,43,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2016,5.59,0,0,0,,42,34,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2016,10.96,0,0,0,,34,19,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2016,6.04,0,0,0,,27,17,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2016,4.25,0.73,2.8,2,,39,24,1,,,,1,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2016,7.38,0.04,0,1.2,,58,31,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2016,6.71,0,0,0,,31,23,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2016,3.13,0,0,0,,33,20,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2016,2.91,0,0,0,,40,30,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2016,6.26,0,0,0,,49,37,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2016,6.49,0,0,0,,47,38,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2016,4.92,0.47,0,0,,47,38,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2016,6.26,0,0,0,,50,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2016,6.49,0.02,0,0,,50,33,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2016,7.16,0,0,0,,60,40,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2016,5.14,0,0,0,,40,34,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2016,5.37,0.39,0,0,,46,33,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2016,9.4,0.01,0,0,,40,33,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2016,6.93,0,0,0,,44,31,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/1/2017,5.59,0,0,0,,48,40,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/2/2017,9.17,0.21,0,0,,41,37,1,,,1,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/3/2017,10.74,0.58,0,0,,43,39,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/4/2017,8.05,0,0,0,,52,34,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/5/2017,7.83,0,0,0,,34,27,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/6/2017,4.7,0.05,1.2,1.2,,33,25,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/7/2017,7.61,0.32,5.1,0,,26,20,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/8/2017,8.72,0,0,3.9,,25,16,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/9/2017,5.14,0,0,3.1,,23,14,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/10/2017,4.7,0,0,3.1,,46,21,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/11/2017,5.82,0.52,0,0,,52,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/12/2017,7.61,0.05,0,0,,66,47,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/13/2017,7.16,0,0,0,,62,32,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/14/2017,4.25,0.12,0.6,0,,34,28,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/15/2017,4.25,0,0,1.2,,38,30,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/16/2017,4.7,0,0,0,,43,30,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/17/2017,4.92,0.35,0,0,,42,38,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/18/2017,5.82,0.06,0,0,,41,38,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/19/2017,3.58,0,0,0,,49,39,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/20/2017,4.03,0.1,0,0,,45,40,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/21/2017,3.8,0,0,0,,49,41,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/22/2017,6.71,0.05,0,0,,48,43,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",1/23/2017,18.34,1.16,0,0,,44,36,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/24/2017,10.07,1.18,0,0,,38,35,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/25/2017,6.71,0,0,0,,51,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/26/2017,6.71,0.02,0,0,,56,43,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/27/2017,8.95,0,0,0,,43,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/28/2017,7.83,0,0,0,,39,34,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/29/2017,5.82,0,0,0,,43,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/30/2017,6.26,0,0,0,,37,30,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",1/31/2017,4.03,0.06,1,0,,34,26,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/1/2017,5.82,0,0,0,,47,33,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/2/2017,5.37,0,0,0,,45,32,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/3/2017,6.71,0,0,0,,33,26,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/4/2017,8.5,0,0,0,,34,22,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/5/2017,7.16,0,0,0,,43,31,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/6/2017,5.14,0,0,0,,49,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/7/2017,6.71,0.27,0,0,,42,36,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/8/2017,4.7,0.03,0,0,,62,38,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/9/2017,12.3,1.16,9.4,2,,44,19,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/10/2017,8.5,0,0,7.9,,32,19,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/11/2017,4.03,0,0,5.1,,48,30,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/12/2017,7.16,0.46,0,2,,40,30,1,,,,1,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/13/2017,12.3,0.02,0,2,,39,31,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/14/2017,5.37,0,0,2,,41,28,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/15/2017,6.49,0,0,0,,47,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/16/2017,10.51,0,0,0,,35,28,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/17/2017,8.5,0,0,0,,41,26,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/18/2017,5.82,0,0,0,,63,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/19/2017,5.59,0,0,0,,65,53,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/20/2017,7.38,0,0,0,,55,39,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/21/2017,5.82,0,0,0,,47,34,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/22/2017,2.91,0,0,0,,57,42,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/23/2017,3.58,0,0,0,,65,44,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2/24/2017,6.04,0,0,0,,70,58,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/25/2017,6.71,0.54,0,0,,63,44,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/26/2017,8.95,0,0,0,,44,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/27/2017,5.59,0,0,0,,54,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2/28/2017,4.03,0,0,0,,59,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/1/2017,6.04,0.12,0,0,,70,54,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",3/2/2017,11.41,0,0,0,,64,35,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/3/2017,8.28,0,0,0,,39,24,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/4/2017,8.95,0,0,0,,30,17,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/5/2017,5.37,0,0,0,,37,14,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/6/2017,3.36,0,0,0,,45,26,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/7/2017,4.25,0.1,0,0,,56,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/8/2017,7.61,0.02,0,0,,59,47,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/9/2017,8.72,0,0,0,,61,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/10/2017,7.61,0.31,2.1,0,,47,23,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/11/2017,9.62,0,0,1.2,,29,17,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/12/2017,8.95,0,0,0,,29,19,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/13/2017,4.47,0,0,0,,36,20,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/14/2017,13.42,1.97,7.6,3.9,,32,21,1,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",3/15/2017,11.63,0,0,5.9,,26,20,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",3/16/2017,7.83,0,0,5.1,,39,24,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/17/2017,6.49,0,0,3.9,,47,29,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/18/2017,8.72,0.08,0,3.1,,39,34,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",3/19/2017,8.28,0,0,3.1,,47,34,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/20/2017,5.14,0,0,0,,52,33,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/21/2017,4.03,0,0,0,,59,42,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/22/2017,11.41,0,0,0,,50,24,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/23/2017,4.92,0,0,0,,42,23,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/24/2017,6.26,0,0,0,,57,36,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/25/2017,6.71,0.01,0,0,,62,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/26/2017,8.28,0.14,0,0,,42,37,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/27/2017,4.25,0.26,0,0,,53,37,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",3/28/2017,5.82,0.72,0,0,,46,41,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/29/2017,7.83,0,0,0,,60,42,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/30/2017,5.82,0.01,0,0,,52,38,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",3/31/2017,10.29,1.51,0,0,,43,37,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/1/2017,7.61,0,0,0,,48,37,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/2/2017,5.37,0,0,0,,63,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/3/2017,4.92,0.03,0,0,,63,48,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/4/2017,6.93,1.18,0,0,,51,45,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/5/2017,3.36,0,0,0,,65,45,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",4/6/2017,9.17,0.73,0,0,,53,40,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/7/2017,10.51,0,0,0,,51,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/8/2017,8.28,0,0,0,,57,40,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/9/2017,4.92,0,0,0,,67,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/10/2017,6.04,0,0,0,,74,53,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/11/2017,5.59,0,0,0,,80,61,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/12/2017,2.91,0.02,0,0,,76,58,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/13/2017,5.14,0,0,0,,65,48,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/14/2017,3.8,0,0,0,,66,48,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/15/2017,5.59,0,0,0,,65,51,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/16/2017,7.38,0,0,0,,87,59,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/17/2017,6.71,0,0,0,,74,58,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/18/2017,6.93,0,0,0,,65,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/19/2017,5.59,0,0,0,,54,45,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/20/2017,4.03,0.17,0,0,,66,50,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",4/21/2017,7.38,0.29,0,0,,53,48,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/22/2017,3.58,0.11,0,0,,57,49,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/23/2017,4.92,0,0,0,,66,46,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/24/2017,3.58,0,0,0,,60,48,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/25/2017,13.2,0.91,0,0,,54,49,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/26/2017,4.92,0.34,0,0,,60,53,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/27/2017,2.91,0,0,0,,70,57,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",4/28/2017,3.13,0,0,0,,85,58,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",4/29/2017,5.14,0.06,0,0,,85,64,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",4/30/2017,6.71,0,0,0,,67,52,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/1/2017,5.14,0,0,0,,74,49,1,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",5/2/2017,7.83,0,0,0,,75,62,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/3/2017,8.28,0,0,0,,65,51,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/4/2017,5.37,0,0,0,,64,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/5/2017,6.49,3.02,0,0,,59,51,1,1,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/6/2017,6.04,0.18,0,0,,67,52,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/7/2017,5.59,0.01,0,0,,56,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/8/2017,5.82,0,0,0,,57,44,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/9/2017,4.47,0,0,0,,63,47,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/10/2017,3.36,0,0,0,,63,49,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/11/2017,3.58,0,0,0,,62,51,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",5/12/2017,4.03,0,0,0,,65,48,,,,,,
