Country,Year,HappinessScore,LifeLadder,LogGDP,SocialSupport,HealthyLifeExpectancyAtBirth,FreedomToMakeLifeChoices,Generosity,PerceptionsOfCorruption,PositiveAffect,NegativeAffect,ConfidenceInNationalGovernment
Greece,2018,5.287,5.40928936004639,10.1320581436157,0.793500781059265,72.4000015258789,0.564455687999725,-0.336384534835815,0.86030238866806,0.665699064731598,0.255006581544876,0.157048657536507
Guatemala,2018,6.436,6.62659168243408,8.92342853546143,0.841107249259949,64.8000030517578,0.90953803062439,-0.011167033575475,0.765454411506653,0.871362030506134,0.262411266565323,0.457064419984818
Guinea,2018,4.534,5.25222682952881,7.63371801376343,0.630433142185211,54.4000015258789,0.731157243251801,0.10001128166914,0.778393805027008,0.743881046772003,0.44043830037117,0.591723740100861
Haiti,2018,3.597,3.61492800712585,7.41609191894531,0.537975907325745,55.7000007629395,0.591468393802643,0.420986384153366,0.720444738864899,0.584113299846649,0.358720034360886,0.367896646261215
Honduras,2018,5.86,5.90842390060425,8.4392032623291,0.827067017555237,67.1999969482422,0.872161686420441,0.105728693306446,0.803564786911011,0.87184464931488,0.287357896566391,0.398913681507111
India,2018,4.015,3.81806874275208,8.83028030395508,0.638051986694336,60.0999984741211,0.890443384647369,0.07180630415678,0.805263340473175,0.657287180423737,0.357458084821701,0.753280878067017
Indonesia,2018,5.192,5.34029579162598,9.36282730102539,0.809378862380981,62.0999984741211,0.879374384880066,0.499377816915512,0.867729425430298,0.86371785402298,0.29598680138588,0.837602734565735
Iran,2018,4.548,4.27811765670776,9.88606452941895,0.673764705657959,66,0.603319883346558,0.044715501368046,0.703439772129059,0.553196609020233,0.493148893117905,0.549940705299377
Ireland,2018,7.021,6.96233558654785,11.1633281707764,0.937862396240234,72.3000030517578,0.861471593379974,0.139783427119255,0.362210243940353,0.810857236385345,0.213050067424774,0.618405282497406
Israel,2018,7.139,6.92717885971069,10.4245738983154,0.909595429897308,73.3000030517578,0.724662303924561,0.052549961954355,0.770134806632996,0.663489639759064,0.282062560319901,0.422329723834991
Italy,2018,6.223,6.51652669906616,10.4805164337158,0.912656128406525,73.5999984741211,0.650009274482727,-0.023462269455195,0.887824833393097,0.649023056030273,0.402975350618362,0.206626191735268
Ivory Coast,2018,4.944,5.26837491989136,8.23613357543945,0.620882570743561,49.5,0.712590038776398,-0.036959659308195,0.790966868400574,0.682098388671875,0.385631382465363,0.535438716411591
Japan,2018,5.886,5.79357528686523,10.581618309021,0.886431932449341,75,0.773472130298615,-0.272972285747528,0.686784505844116,0.703355014324188,0.185300156474113,0.384880393743515
